[16:21:26] [[796,0,1,5,1,5,0,0,0,2,6,45.012,-90,89.999,-89.9815,-89.9952,0.00926971,3,6,-347.268,-553.382,206.426,0.0175102,-0.00480369,-44.9973,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]]
[16:21:26] [[797,0,1,5,1,5,0,0,0,2,6,45.0096,-90.0048,89.9955,-89.9804,-89.9962,0.010643,3,6,-347.307,-553.37,206.513,0.0103004,-0.00377464,-45.001,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]]
[16:21:26] [[798,0,1,5,1,5,0,0,0,2,6,45.0096,-90.0048,89.9955,-89.9804,-89.9962,0.010643,3,6,-347.307,-553.37,206.513,0.0103004,-0.00377464,-45.001,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]]
[16:21:26] [[799,0,1,5,1,5,0,0,0,2,6,45.0106,-89.9986,89.9962,-89.9801,-89.9966,0.00926971,3,6,-347.295,-553.374,206.435,0.01751,-0.00343039,-44.9986,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]]
[16:21:26] [[800,0,1,5,1,5,0,0,0,2,6,45.0134,-90.0017,89.9966,-89.9815,-89.9962,0.011673,3,6,-347.274,-553.392,206.471,0.0133904,-0.00377382,-44.9983,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]]
[16:21:26] [[801,0,1,5,1,5,0,0,0,2,6,45.0134,-90.0017,89.9966,-89.9815,-89.9962,0.011673,3,6,-347.274,-553.392,206.471,0.0133904,-0.00377382,-44.9983,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]]
[16:21:26] [[802,0,1,5,1,5,0,0,0,2,6,45.0113,-90.001,89.9962,-89.9791,-89.9962,0.010643,3,6,-347.283,-553.372,206.457,0.0161369,-0.00377355,-44.9993,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]]
[16:21:26] [[803,0,1,5,1,5,0,0,0,2,6,45.0113,-90.001,89.9962,-89.9791,-89.9962,0.010643,3,6,-347.283,-553.372,206.457,0.0161369,-0.00377355,-44.9993,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]]
[16:21:26] [[804,0,1,5,1,5,0,0,0,2,6,45.0134,-90,89.9959,-89.9801,-89.9959,0.00858307,3,6,-347.265,-553.396,206.454,0.0157935,-0.00411751,-44.9952,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]]
[16:21:26] [[805,0,1,5,1,5,0,0,0,2,6,45.0096,-90.0014,89.9949,-89.9801,-89.9962,0.00995636,3,6,-347.309,-553.374,206.48,0.0133902,-0.00377422,-45.0003,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]]
[16:21:26] [[806,0,1,5,1,5,0,0,0,2,6,45.0096,-90.0014,89.9949,-89.9801,-89.9962,0.00995636,3,6,-347.309,-553.374,206.48,0.0133902,-0.00377422,-45.0003,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]]
[16:21:26] [[807,0,1,5,1,5,0,0,0,2,6,45.0117,-90.0024,89.9949,-89.9797,-89.9969,0.00926971,3,6,-347.289,-553.382,206.49,0.0127034,-0.00308785,-44.9976,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]]
[16:21:26] [[808,0,1,5,1,5,0,0,0,2,6,45.011,-90.001,89.9949,-89.9797,-89.9966,0.0109863,3,6,-347.298,-553.377,206.475,0.0140769,-0.00343053,-45,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]]
[16:21:26] [[809,0,1,5,1,5,0,0,0,2,6,45.0127,-90.0031,89.9959,-89.9794,-89.9959,0.00892639,3,6,-347.268,-553.387,206.485,0.0133902,-0.00411779,-44.9962,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]]
[16:21:26] [[810,0,1,5,1,5,0,0,0,2,6,45.0089,-90.0027,89.9942,-89.9801,-89.9993,0.00926971,3,6,-347.331,-553.359,206.503,0.0113298,-0.000684812,-45.0003,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]]
[16:21:26] [[811,0,1,5,1,5,0,0,0,2,6,45.013,-90.0007,89.999,-89.9808,-89.9966,0.0113297,3,6,-347.264,-553.375,206.43,0.0175101,-0.00342976,-44.9983,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]]
[16:21:26] [[812,0,1,5,1,5,0,0,0,2,6,45.012,-90.0007,89.9952,-89.9811,-89.9983,0.0102997,3,6,-347.299,-553.382,206.474,0.0133899,-0.00171421,-44.9983,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]]
[16:21:26] [[813,0,1,5,1,5,0,0,0,2,6,45.012,-90.0007,89.9952,-89.9811,-89.9983,0.0102997,3,6,-347.299,-553.382,206.474,0.0133899,-0.00171421,-44.9983,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]]
[16:21:26] [[814,0,1,5,1,5,0,0,0,2,6,45.0113,-90.0034,89.9931,-89.9808,-89.9945,0.00858307,3,6,-347.293,-553.404,206.525,0.00892721,-0.00549183,-44.9973,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]]
[16:21:26] [[815,0,1,5,1,5,0,0,0,2,6,45.0096,-90.0034,89.9966,-89.9797,-89.9959,0.00995636,3,6,-347.297,-553.365,206.483,0.0133903,-0.00411755,-45.0003,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]]
[16:21:26] [[816,0,1,5,1,5,0,0,0,2,6,45.0096,-90.0034,89.9966,-89.9797,-89.9959,0.00995636,3,6,-347.297,-553.365,206.483,0.0133903,-0.00411755,-45.0003,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]]
[16:21:26] [[817,0,1,5,1,5,0,0,0,2,6,45.0117,-90.0021,89.9959,-89.9791,-89.9973,0.010643,3,6,-347.285,-553.371,206.472,0.0147634,-0.00274384,-44.999,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]]
